,mzmed,rtmed,12hpi_Cf_1,12hpi_Cf_2,12hpi_Cf_3,1dpi_Cf_1,1dpi_Cf_2,1dpi_Cf_3,2dpi_Cf_1,2dpi_Cf_2,2dpi_Cf_3,12hpi_Chitin_1,12hpi_Chitin_2,12hpi_Chitin_3,1dpi_Chitin_1,1dpi_Chitin_2,1dpi_Chitin_3,2dpi_Chitin_1,2dpi_Chitin_2,2dpi_Chitin_3,12hpi_Flg22_1,12hpi_Flg22_2,12hpi_Flg22_3,1dpi_Flg22_1,1dpi_Flg22_2,1dpi_Flg22_3,2dpi_Flg22_1,2dpi_Flg22_2,2dpi_Flg22_3,2hpi_Mock_1,2hpi_Mock_2,2hpi_Mock_3,1dpi_Mock_1,1dpi_Mock_2,1dpi_Mock_3,2dpi_Mock_1,2dpi_Mock_2,2dpi_Mock_3,2hpi_Mock_1.1,2hpi_Mock_2.1,2hpi_Mock_3.1,1dpi_Mock_1.1,1dpi_Mock_2.1,1dpi_Mock_3.1,2dpi_Mock_1.1,2dpi_Mock_2.1,2dpi_Mock_3.1,12hpi_Mz_1,12hpi_Mz_2,12hpi_Mz_3,1dpi_Mz_1,1dpi_Mz_2,1dpi_Mz_3,2dpi_Mz_1,2dpi_Mz_2,2dpi_Mz_3,12hpi_Pb_1,12hpi_Pb_2,12hpi_Pb_3,1dpi_Pb_1_,1dpi_Pb_2_,1dpi_Pb_3_,2dpi_Pb_1_,2dpi_Pb_2_,2dpi_Pb_3_,12hpi_Sc_1,12hpi_Sc_2,12hpi_Sc_3,1dpi_Sc_1,1dpi_Sc_2,1dpi_Sc_3,2dpi_Sc_1,2dpi_Sc_2,2dpi_Sc_3,12hpi_XeWT_1,12hpi_XeWT_2,12hpi_XeWT_3,1dpi_XeWT_1,1dpi_XeWT_2,1dpi_XeWT_3,2dpi_XeWT_1,2dpi_XeWT_2,2dpi_XeWT_3
M283T818,283.15151069999996,818.1592847999999,21655.75084,19215.46734,14648.687219999998,18265.8342,27839.660819999997,13360.92835,14485.974730000002,12511.70303,10945.68762,341485.9047,61577.88567999999,187297.9076,124588.912,14017.97369,232332.1421,75810.82344,55970.04267,70204.02287999999,10866.45113,216010.0556,49832.01365,58807.7806,259655.6237,80494.64873,16480.150419999998,61109.2864,128877.2133,26140.93511,8630.829437,116616.6796,47492.685,18264.24899,96940.89426,22164.57174,61144.77387999999,51472.41039,42258.445139999996,36919.24181,14049.9562,28651.45471,16391.21213,10992.79978,11790.700209999999,8732.568298999999,8960.429587999999,49164.880110000006,18446.27848,64765.561579999994,83817.50084,96946.60041,66990.99126,47661.03308,23795.98615,16532.3247,37821.37801,9956.314761,13982.56332,67202.78567000001,12772.26452,148865.3847,23870.62257,22933.05654,142683.4943,268119.0323,177309.8011,110092.9407,292830.7898,288494.2171,273342.0501,291770.7587,229041.1353,139920.0155,59830.00752000001,55732.67625,32995.50939,99771.59961,58254.2396,142508.2496,10361.93664,10793.36294,10329.91723
M284T1010,284.1262999,1010.42887,7747055.469,10605485.87,3077964.111,2484973.326,2553354.974,1249765.8090000001,2608356.812,2227816.538,1349990.3830000001,6033076.25,2216898.8619999997,7012209.191000001,4030784.639,1028906.7729999999,1764690.9309999999,5063474.609,3917415.6960000005,4380714.231000001,337550.6234,344377.4244,526306.9916,172892.544,106487.7316,159108.9435,76504.27812999999,62072.88966,133039.6525,83721.23127,121195.433,154215.0321,58851.7755,48499.35729,59923.86346,46845.7472,54487.24597999999,59441.60972000001,459364.0821,92327.09557,379519.1604,105418.06300000001,51376.75193,270448.7221,308502.0481,83327.78688,334220.7355,620561.1874,1348486.334,2004256.483,191033.0644,504061.3888,358138.2419,182392.4229,350292.4081,161422.256,956016.6748,297963.0079,457537.3178,183185.2458,990376.9556,309307.3904,367749.0377,324539.087,93412.95174,427512.4802,241629.046,407431.9019,507759.3285,154386.9566,222308.8576,111688.0603,274706.6414,85696.89217,1647099.3,1266860.769,895728.973,292393.5267,682726.2294,403833.5082,399350.9048,470783.2356,345314.7752
M284T651,284.1277025,651.1786553,31099.9522,37733.2098,14174.274269999998,19261.48259,53850.25545,28610.241210000004,264458.0897,471093.3833,206154.1739,1195753.63,1707675.0219999999,1629853.7319999998,937755.1796,2345874.664,1650720.29,1022244.175,2359309.089,1194720.28,324258.7057,325929.8908,178230.6017,594729.4421,397372.8003,286624.1929,191794.2541,122816.3264,55488.04682999999,38563.60818,55462.36396,278155.3191,45052.66157,28134.144139999997,106285.9217,17392.23275,36195.307960000006,32113.91225,12523.65311,10583.39698,21550.07774,10097.019909999999,7821.201575,16274.103280000001,51412.11146,19651.53853,33020.36611,114515.7166,253657.0615,282759.5575,115179.1358,163877.3096,110305.6963,35498.86303,59763.06314,2758852.483,191000.3326,51693.42634,80145.60251,266051.1549,112485.6342,184002.8352,297189.394,59931.87738,70682.93007999999,69557.83435,83533.80077999999,46458.89817,195497.0595,56678.562289999994,32227.182160000004,64569.582089999996,68582.0177,25907.30504,24073.99364,13632.704290000001,12485.223909999999,14801.75415,17831.97376,14098.81642,61305.127870000004,59978.98875,46835.35061
M284T765,284.1259355,764.8196828,467889.8203,521543.5417,192329.9157,144900.0939,241055.5624,138315.3797,244758.4332,190290.2951,97340.12471,281090.4499,292396.341,319105.1233,417107.5955,410471.6242,314254.7839,299180.0776,533901.5902,230574.4972,77524.7828,77759.04083,60436.50529,106768.3886,62517.42812999999,55822.93464,60678.33124,38173.16545,21636.398709999998,18394.228059999998,18487.88875,55432.08847,14268.045390000001,12299.82047,35574.8997,11762.11011,19511.45688,23962.19016,16767.1241,13216.47664,44997.90464,13481.356069999998,12642.50985,33253.34048,17690.81118,11620.47711,34959.25286,54048.0318,69544.46317,85486.25789,44624.58324,43029.40028,45438.07755,18733.98277,25296.660819999997,22048.93559,45001.02994,13432.78369,28423.43775,67981.17694,30735.429610000003,32117.65475,62172.885120000006,23988.83534,18927.73308,16291.28956,29241.62979,15054.96724,36158.50259,22622.34132,13930.48299,17937.63014,20279.80511,12260.4163,59401.6408,35099.6079,37721.54327,22283.361109999998,37386.7911,49381.65333,18286.06771,26710.36623,20542.93164
M284T892,284.1273478,892.2200995,107385.7645,223483.7656,76851.99597,86456.53166000001,163788.8626,64611.892329999995,1749095.951,2174623.223,1113586.825,2171405.773,1961953.073,2938722.172,1385835.3590000002,552134.2036,742085.6651,2710414.223,1790550.053,2936688.6210000003,103932.231,211121.6821,176659.2593,300221.5588,149748.6403,57720.183679999995,154181.9206,71576.42278,67793.1531,45939.79174,31820.769910000003,94084.19389,28275.51237,29292.43812,95030.38699,27308.918189999997,71317.25205,27106.6432,26146.42972,15616.889509999999,16565.42946,11023.20988,7694.805934,13840.32037,223762.1031,75992.79213,152343.5265,166080.1707,343646.1915,614432.4165,100273.2429,301251.2074,294601.9538,89509.22985,179562.4125,101631.9218,532231.1262,90207.83319,95850.94997999999,139587.6979,343184.8827,216157.7325,217626.2608,160909.4164,59200.54067,76210.99142,33427.5232,61986.262389999996,185913.2569,24415.12055,30049.09349,75672.59821,168336.6071,47898.63017,33511.51863,20830.066880000002,24143.91704,30080.74527,79189.80553,24274.87358,252351.8438,481988.04299999995,244080.8366
M285T1011,285.12881410000006,1010.5478380000001,1378228.458,1906401.251,564210.5548,462129.8113,466019.865,240576.3397,474300.5554,412145.4037,252116.3173,1006381.3859999999,391623.4917,1168844.632,691555.1663,191904.5199,321342.9833,865643.7965,682067.4186,760286.7779999999,68717.61607999999,68768.66426,100852.3763,39009.29569,26122.31248,35936.56899,19454.82008,17171.30675,26549.34465,21986.451719999997,29832.00601,33861.38478,15300.75258,15253.971759999999,15422.70111,13276.7855,13539.054409999999,13840.47041,92430.68052000001,25818.14341,76944.70934,19984.022080000002,16379.093069999999,59398.812939999996,64655.76482999999,21407.50422,66942.26415,119394.0328,249604.8506,368531.6984,42222.320719999996,100698.6579,72840.82968,40916.53337,71014.8902,37739.738560000005,180194.0455,60514.128339999996,88715.81796,40434.30518,194630.9996,63292.19877,76269.78464,67278.89196000001,23360.76605,83546.52674,51607.79758,81399.87578999999,102924.4501,35045.98706,51675.06988,23520.85178,59044.726570000006,14521.641230000001,311012.2028,241117.1625,178773.8168,63995.64207,135018.8889,83847.78327,80135.88249,92933.45128,70263.1764
M285T651,285.13410849999997,651.3401767999999,105701.8505,21426.980730000003,120785.1795,114508.365,84140.79696,104782.9131,122269.6845,137710.6149,137111.0029,232295.4421,342414.8089,311089.9192,185869.0832,444519.55700000003,310114.1247,193483.3725,454340.0833,235497.1312,79361.48963,70574.51014,46292.053739999996,117390.112,86656.85244,70992.79256,85269.11945,76388.90642999999,88117.85123,22941.1324,28560.915460000004,85765.62349,18424.89156,36943.249710000004,51420.107410000004,86938.68602000001,72024.86197,132887.1555,18190.46785,15663.54676,116600.5449,16258.276619999999,21021.80061,87406.68778,115786.9423,66247.07366000001,148760.1775,41543.61106,65611.20002,66249.64659,35824.54761,45816.348589999994,35547.79735,114474.5531,34926.01502,493934.8234,49218.51013,27486.533110000004,37101.415689999994,61247.79652999999,31507.04497,44941.40453,68944.0949,81576.89253,49845.99885,23263.655280000003,27356.28795,21568.2507,39621.56053,20898.623730000003,15646.651759999999,25308.74839,36081.76792,52215.72489,19873.26977,14478.101230000002,17319.09505,15694.162540000001,14773.32554,11475.60527,41186.6037,34700.70649,38290.31856
M285T892,285.1297484,891.5950067,28312.799619999998,34029.391489999995,21931.84724,24234.44164,39871.83132,21391.73897,332941.5779,410186.6301,217559.3753,390896.8876,360106.4831,522279.9859,258471.1702,107719.66900000001,142924.2513,486248.9788,335499.2196,537441.6488,25800.82991,47506.58718,42293.93258,64003.7377,40904.79116,17577.2387,35328.4056,21436.963480000002,19720.46936,19958.36676,13024.2255,30803.904469999998,15997.477330000002,13706.548040000001,28396.834880000002,16468.64815,21788.03154,13287.61781,11848.09828,10431.946109999999,10493.58567,9091.948886,11397.6273,8731.669299,49945.9768,22328.17968,38628.05068,36673.97925,70269.79092,118329.5007,25803.39268,63478.86189,60518.690370000004,23710.15636,38832.29973,25800.743440000002,105259.6027,21574.15277,23376.68252,35672.69667,71818.02681,49130.19062,46811.51674,35566.39723,17719.4891,20514.59543,12142.1036,17726.1756,44416.07535,12866.38592,12272.75586,18036.82111,31693.47546,16957.88669,15529.21545,9099.58066,10003.28712,13600.3826,17057.49831,11902.70862,54803.19025,95166.11672,54173.3831
M286T1011,286.123409,1011.2957359999999,178832.4537,237761.2083,73247.83391,61324.30345,65899.40555,30635.839739999996,63999.55127,54988.797020000005,34242.412280000004,125039.1439,54339.55771,141023.3211,85984.94712000001,28783.676730000003,41786.84526,111558.6435,88549.09321,84749.79772,13019.755640000001,11657.6257,15611.68074,8402.91708,6243.414169,7161.637772,5174.943889,5382.689333,5482.29605,4955.022368,6019.669302,6774.929029000001,4029.9555530000002,3309.215386,3587.303578,3926.7137869999997,3128.616026,2692.200846,13743.770819999998,6165.849521,8285.880702,6248.306258,6060.832757,6186.215235000001,10546.51304,4760.846305,8583.195727,17943.27464,34170.075769999996,46987.673839999996,8379.475775,16671.65097,11161.51634,7903.184539,11229.37494,7132.642733,27129.37415,11553.810870000001,16085.65014,8240.811972,27500.83983,10487.85935,13213.121509999999,10528.39723,5662.446908,14618.26243,8623.227632,13086.74456,8459.741027,7362.5691019999995,8234.525749,5809.32004,9292.34477,4375.203472,31040.952419999998,14480.059809999999,21890.20136,11696.90021,11329.12956,8853.566106,14189.126980000001,14013.047830000001,12578.167290000001
M286T2073,286.0856692,2073.157913,16357.06281,2773.604666,5621.123151,5130.583504,3932.1261259999997,52505.842260000005,38744.56453,42408.23927,40430.866539999995,125788.7229,135106.1769,120369.1975,111285.2721,118251.8009,117976.3971,160707.9097,6512.847628,29269.102460000002,110916.6659,119580.3145,108419.4442,131274.2045,157914.7401,44388.97408,9119.151821,41147.8732,85650.4407,27080.844589999997,34396.33398,20927.45901,0.0,18298.91222,23045.7388,39173.92204,8565.134473,101819.8918,76556.07816,78755.78448,85412.32402,82040.53195,86703.46447,72162.90363,109838.3173,119216.0016,89960.36923,32638.276639999996,40565.41764,31306.1207,25295.77951,30524.189580000002,24653.81404,39323.02734,22691.808090000002,37836.4324,41776.19616,30982.127089999998,124121.9731,97331.50526,132779.6989,119428.4732,158937.7092,167461.8329,80286.05354,8265.959264,12004.503770000001,8489.023793,3448.462846,14099.678,27769.228160000002,28227.954789999996,23458.991159999998,39906.88545,3796.7307299999998,4301.152115999999,4228.339355,29588.879869999997,5627.752283,2875.3340120000003,53104.63647,49739.31473,56965.96254
M286T680,286.10926939999996,679.578039,16351.664019999998,19469.659369999998,19464.83245,67470.21461,67058.90037999999,56037.332839999995,128872.4627,129908.3527,135349.2313,10306.24171,9958.53074,10783.82164,25721.67218,57568.16102000001,24312.33345,64042.24942000001,98747.81218,57673.8538,13459.741419999998,9730.24187,11527.92114,14898.099269999999,17827.13259,16564.11232,22593.0913,32411.892689999997,27224.17142,10524.382959999999,11906.09102,9286.261116,10311.16255,10274.07824,11280.03964,10727.14325,10143.09453,12485.5431,10523.10239,12940.77131,10896.7479,13391.55603,15012.0823,11051.9685,17655.26435,12909.24058,12421.16728,12027.12076,9173.794813,8764.75192,16712.76859,21901.87913,16357.57491,26204.3776,29272.550189999998,29002.31063,10635.51241,9858.568000000001,10212.610359999999,15624.7414,13017.59149,11321.09716,42103.62659,17859.39952,25359.03212,8635.672042,10574.29454,8431.423840000001,11061.6152,11989.12924,11181.29555,47351.205,48757.30263,31592.03995,15713.19009,12481.42003,14120.41557,17621.69854,17390.89999,20608.23834,34385.96682,34211.51197,31553.91013
M286T725,286.1070765,724.7575368,21053.83983,27137.49027,29575.7839,69045.03162000001,45736.39527,27584.59234,80306.88337000001,111253.8249,99878.07462,11280.64511,9547.079263,13888.151719999998,46131.35767,48068.36256,42004.21279,119591.7201,176775.384,106414.1049,10005.79927,9897.861945,9720.574628,12074.487340000001,16672.15276,14134.601830000001,13741.572390000001,17120.04451,13584.17638,8756.750373,7983.389593000001,10377.06865,9887.4671,8795.296479,10888.20095,8594.843331999999,12362.879190000001,13424.223780000002,10013.01235,10577.58478,9149.459343999999,12793.10917,11489.64387,9520.790519,31386.14238,15023.565059999999,12636.14239,10162.19152,9826.660842,9167.102202,12617.93353,13102.15025,11763.93231,19815.47534,17069.31131,15844.19935,10187.67528,7171.397424,8403.129922,21338.0178,16566.14881,11940.58543,52685.06923,24034.9248,17779.74824,7243.802747,6383.426912,7957.222994,15536.93794,11200.435940000001,10628.80352,77737.43578,69458.01176000001,38566.66061,17552.5906,15021.9836,14193.743230000002,14808.672380000002,18045.28939,16255.107919999999,27698.20648,33613.68847,25276.72119
M287T732,287.1150369,731.6319358,44496.363639999996,42678.78693,51746.91452,100749.4092,64079.91119,40559.28101,151071.6758,162027.1511,149806.111,43520.48651,15898.48367,19730.55805,56798.42167,64239.46535,48505.30758,138687.5627,204714.7618,113254.4415,21048.8521,16891.83274,19004.65454,19246.737569999998,28680.200930000003,25495.54418,21377.43151,28601.312510000003,23982.07491,14311.830730000001,15040.901890000001,15985.52586,14960.72379,14257.728980000002,18896.12766,16279.904840000001,20840.84213,21078.73705,15937.76369,14558.213259999999,18892.91893,18018.033880000003,16625.074269999997,19930.86903,38485.97396,21403.81578,26361.36914,16903.76432,12611.459929999999,12545.766090000001,20734.11039,20268.18543,19156.745769999998,41878.02439,25492.39829,28350.27667,18747.7769,11849.4283,13427.967069999999,31313.97755,18513.65037,16292.753709999999,75910.4393,37998.289860000004,29054.114960000003,13064.62496,13836.0577,13383.58678,18322.13898,17916.07568,19130.54221,111048.4829,107675.3248,68746.83151,25232.13335,19961.23414,18894.09992,25855.12457,32552.672089999996,24535.50521,46319.734019999996,55511.265960000004,39767.60643
M288T624,288.21504439999995,623.5490543999999,70465.93934,90457.46489,130499.0606,87747.68379,147062.6904,75050.27619,20466.73661,38451.39435,14546.392909999999,15116.46216,8568.183863,12121.034959999999,11428.62209,10333.608409999999,18740.46718,11616.72172,10091.05514,10645.43339,11549.15403,15659.263990000001,13310.44079,12297.54796,11544.40851,12018.01792,9939.918235,10617.131809999999,9039.968915000001,9924.749811,11167.67338,9556.8411,11064.370420000001,8188.650762,10763.84643,8961.213631,9524.138119,8849.083967,84161.24199,100803.2093,55477.26259,8696.054791,26083.32241,6868.240697,14077.625380000001,9948.05642,9467.64041,11645.46709,16880.12476,14823.292919999998,11186.46744,9469.983208,11578.1275,9285.972424,10034.4189,11598.13508,21354.56819,11657.0144,16216.181069999999,16066.83477,45939.77422,12927.85088,13009.15637,10688.277390000001,12987.98041,13532.550309999999,11646.92377,8109.127214,7790.886161,10277.563059999999,12166.538270000001,16308.144540000001,17947.33702,12547.287240000001,52929.30588,52458.810339999996,49979.79756,24512.08192,38830.93283,36513.10485,11955.48497,15666.279330000001,29570.0812
M289T1716,289.09154589999997,1716.334366,104555.7849,86827.60535,106404.7738,147882.3782,44476.36053,34690.08812,87324.76011,56014.27138,69911.94035,43930.31604,103823.704,61611.08797000001,118028.3973,11649.959209999999,25683.30536,181842.2579,53069.57308,104734.8851,10664.82753,65576.65083,71187.11309,55105.936129999995,29411.5161,20159.25043,84631.03731,39340.77848,57367.56608,122805.0559,18891.97106,45757.1122,0.0,72480.41058,81662.54927999999,159923.7268,115609.4708,66699.29347,28007.562280000002,21567.63421,27770.05312,14859.22991,5239.705939,8548.404361,25274.72641,9013.702404000001,23760.749030000003,51053.20052,17576.1296,47700.24486,39411.49843,63288.20747,48524.90731,27566.66858,136502.482,53752.65151,56676.19843,11265.02156,11953.26684,44883.47485,15806.38287,68795.98109,12493.178440000002,35007.93314,23111.38524,22612.72312,17978.461069999998,61620.37341,6265.979709,20795.1183,19264.53951,20169.0329,15763.29268,41831.60721,27458.160910000002,73715.90972000001,21387.7044,18493.51226,17357.939619999997,9668.407905,16651.483630000002,13021.76528,6850.586920999999
M290T905,290.2103121,905.3601875,59197.74987000001,75159.73947999999,62933.34594,150557.7178,103441.28300000001,104051.0875,1239154.914,997008.3821,740039.6924,12492.42069,13376.10745,13048.41108,23156.14485,15109.330580000002,24639.29444,46200.409360000005,30070.63772,38455.91571,18485.13418,25173.04193,25044.65197,33583.763530000004,105722.6503,82149.17927000001,48066.882260000006,316512.2568,215484.8905,9455.788839,10848.06503,15278.25229,15670.11091,23678.37789,20717.58519,28450.088410000004,26209.740569999998,36142.77505,9572.752643,9102.179841,23209.490869999998,11004.92036,16000.609530000002,15977.72681,12149.80794,14832.43025,32067.9939,15161.92901,11307.14892,10232.18072,74084.74345,41046.3172,115927.219,574877.5537,163870.2586,353068.62,23700.61049,7227.834395999999,11345.751970000001,279537.2702,31448.08084,114838.0297,1906193.465,658680.9749,1101530.682,7683.230895999999,7622.004002,7555.877946,213870.5242,166435.4412,160450.5481,2720898.8819999998,2274202.4069999997,1788334.5019999999,23583.37139,11065.5452,22230.83881,28873.88995,49416.72919,84704.67408,64547.028679999996,93930.12892999999,147676.0858
M293T1284,293.20977650000003,1283.647193,54456.92589,167306.2347,262519.3133,949239.8453,36919.140510000005,62899.528589999994,693965.5509,45715.93029,104476.9224,43123.89138,23893.29998,57295.38609,98841.15383,18762.18137,30519.6662,124145.8084,100254.4833,53949.68276,15642.74161,28701.72932,26274.99422,23752.54106,30845.44725,22424.56335,21395.6321,19819.746769999998,24783.12573,31530.01903,18416.311859999998,32081.343960000002,22427.32417,22553.60831,19326.5918,29274.91677,26080.94805,18086.07866,29660.2103,32457.166,18142.50229,24557.3047,20395.94471,28493.57999,40311.250960000005,22317.344119999998,22888.5837,31924.86298,18943.47664,28029.20141,29618.8944,34034.52254,31160.67808,19226.85035,39039.00628,25151.97578,43946.70755,23460.100580000002,15191.270340000001,48942.06884,29142.669039999997,35825.25781,23334.88579,19868.157519999997,20391.40384,37926.5877,29037.794530000003,32850.19637,30978.60958,38398.10903,34404.66321,123673.0482,124171.9569,51971.78324,35762.089289999996,29777.2103,28487.10274,23983.44883,27455.376330000003,28939.892310000003,52857.268710000004,78884.6976,42976.60892
